01010044001,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044002,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044003,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044004,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044005,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044006,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044007,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044008,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044009,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044010,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044011,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044012,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044013,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044014,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044015,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044016,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044017,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044018,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044019,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044020,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044021,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044022,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044023,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
01010044024,172.21.31.168,9200000000000S,L,C,99990,1,lte,0,192.168.0.10
