01010091001,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091002,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091003,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091004,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091005,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091006,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091007,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091008,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091009,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091010,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091011,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091012,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091013,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091014,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091015,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091016,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091017,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091018,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091019,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091020,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091021,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091022,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091023,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091024,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091025,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091026,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091027,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091028,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091029,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091030,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091031,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091032,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091033,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091034,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091035,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091036,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091037,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091038,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091039,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091040,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091041,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091042,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091043,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091044,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091045,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091046,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091047,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091048,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091049,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091050,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091051,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091052,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091053,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091054,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091055,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091056,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091057,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091058,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091059,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
01010091060,172.21.31.168,9100000000000S,L,C,99990,1,lte,0,192.168.0.10
